,Riksdagsledamot,Parti,Valkrets,chamber,start,end,Yrke
324,Johan Nilsson i Skottlandshus,f. 1873,Kristianstads län,Första kammaren,1921,1921,
325,Johan Olofsson i Digernäs,f. 1860,Jämtlands län,Första kammaren,1921,1921,
326,Johan Östberg,f. 1855,Stockholms stad,Första kammaren,1921,1921,
327,John Almkvist,f,Västerbottens län,Första kammaren,1921,1921,
328,John Jeansson,f. 1865,"Kalmar län, södra delen",Första kammaren,1921,1921,
329,Jöns Jesperson,f. 1861,Malmöhus län,Första kammaren,1921,1921,
330,Jöns Pålsson,f. 1870,Malmöhus län,Första kammaren,1921,1921,
331,K.G. Westman,f. 1876,Östergötlands län,Första kammaren,1921,1921,
332,Karl Andersson,f,Göteborgs och Bohus län,Första kammaren,1921,1921,
333,Karl August Nilson,f. 1864,Värmlands län,Första kammaren,1921,1921,
334,Karl Ekman,f. 1863,Jönköpings län,Första kammaren,1921,1921,
335,Karl Johan Alfred Gustafsson,f. 1862,Jönköpings län,Första kammaren,1921,1921,
336,Karl Johansson i Sölvedal,j,Blekinge län,Första kammaren,1921,1921,
337,Karl Rosling,men avled i december 1920),Jönköpings län,Första kammaren,1921,1921,
338,Karl Sandegård,f. 1880,Älvsborgs län,Första kammaren,1921,1921,
339,Knut Heyman,f. 1870,Älvsborgs län,Första kammaren,1921,1921,
340,Knut Tengdahl,f. 1867,Värmlands län,Första kammaren,1921,1921,
341,Knut von Geijer,,Malmöhus län,Första kammaren,1921,1921,
342,Lars Gunnar Bodin,f. 1872,Gotlands län,Första kammaren,1921,1921,
343,Leonard Tjällgren,f. 1878,Västernorrlands län,Första kammaren,1921,1921,
344,Ludvig Widell,f. 1870,Göteborgs och Bohus län,Första kammaren,1921,1921,
345,Malkolm Pettersson,f. 1862,Jönköpings län,Första kammaren,1921,1921,
346,Manne Asplund,f. 1872,Värmlands län,Första kammaren,1921,1921,
347,Mauritz Hellberg,f. 1859,Värmlands län,Första kammaren,1921,1921,
348,Måns Lundberg,f. 1867,Malmö stad,Första kammaren,1921,1921,
349,Nils Alexanderson,f. 1875,Uppsala län,Första kammaren,1921,1921,
350,Nils Anton Bondeson,f. 1872,Kronobergs län,Första kammaren,1921,1921,
351,Nils August Nilsson,f. 1867,Malmöhus län,Första kammaren,1921,1921,
352,Nils Sigfrid,f,Kristianstads län,Första kammaren,1921,1921,
353,Nils Sigfrid Norling,f. 1880,Gävleborgs län,Första kammaren,1921,1921,
354,Nils Wohlin,j,Malmöhus län,Första kammaren,1921,1921,
355,Olaus Pettersson i Småkulla,f. 1859,Älvsborgs län,Första kammaren,1921,1921,
356,Ollas Anders Ericsson,f. 1858,Hallands län,Första kammaren,1921,1921,
357,Olof Bergqvist,f. 1862,Norrbottens län,Första kammaren,1921,1921,
358,Olof Lind,f. 1861,Kopparbergs län,Första kammaren,1921,1921,
359,Olof Olsson,f. 1872,Malmöhus län,Första kammaren,1921,1921,
360,Oscar Borge,f. 1862,Stockholms stad,Första kammaren,1921,1921,
361,Oscar Herman August Fleming,f. 1859,Östergötlands län,Första kammaren,1921,1921,
362,Oscar Olsson,f. 1877,Örebro län,Första kammaren,1921,1921,
363,Paul Hellström,f,Norrbottens län,Första kammaren,1921,1921,
364,Paul Paulson,f. 1851,Malmöhus län,Första kammaren,1921,1921,
365,Per Axel Viktor Schotte,f. 1860,Västerbottens län,Första kammaren,1921,1921,
366,Per Norin,f. 1863,Gävleborgs län,Första kammaren,1921,1921,
367,Petrus Nilsson,f. 1881,"Kalmar län, södra delen",Första kammaren,1921,1921,
368,Ragnar Barnekow,f. 1877,Kristianstads län,Första kammaren,1921,1921,
369,Rickard Sandler,s,Gävle stad,Första kammaren,1921,1921,
370,Samuel Clason,f. 1867,Göteborgs stad,Första kammaren,1921,1921,
371,Sigfrid Hansson,f. 1884,Göteborgs och Bohus län,Första kammaren,1921,1921,
372,Sten Stendahl,f. 1876,Stockholms stad,Första kammaren,1921,1921,
373,Teodor Julin,f. 1880,Gävleborgs län,Första kammaren,1921,1921,
374,Theodor Borell,f. 1869,Stockholms län,Första kammaren,1921,1921,
375,Uno Bernhard Steinholtz,f. 1872,"Kalmar län, norra delen",Första kammaren,1921,1921,
376,Vilhelm Söderbom,f. 1861,Skaraborgs län,Första kammaren,1921,1921,
377,William Linder,s,Kristianstads län,Första kammaren,1921,1921,
378,en vakant plats,en vakant plats,Södermanlands län,Första kammaren,1921,1921,
379,Åhlmans Olof Olsson,f. 1866,Kopparbergs län,Första kammaren,1921,1921,
380,Åke Ingeström,f. 1867,Värmlands län,Första kammaren,1921,1921,
381,Adolf Janson i Kungsör,f. 1860,Västmanlands län,Andra kammaren,1922,1924,
382,Adolf Linus Lundström,f. 1870,Norrbottens län,Andra kammaren,1922,1924,
383,Adolf Wallerius,f. 1874,Göteborgs och Bohus län,Andra kammaren,1922,1924,
384,Adolf Wiklund,h,Västerbottens län,Andra kammaren,1922,1924,
385,Adolv Olsson i Gävle,s,Gävleborgs län,Andra kammaren,1922,1924,
386,Agda Östlund,s,Stockholms stad,Andra kammaren,1922,1924,
387,Albert Johansson i Kragstorp,h,Kalmar län,Andra kammaren,1922,1924,
388,Alfred Persson i Björsbyholm,f. 1862,Värmlands län,Andra kammaren,1922,1924,
389,Algot Sjöström,s,Göteborgs stad,Andra kammaren,1922,1924,
390,Algot Törnkvist,s,Blekinge län,Andra kammaren,1922,1924,
391,Allan Andersson i Tungelsta,f. 1886,Stockholms län,Andra kammaren,1922,1924,
392,Anders Anderson i Råstock,f. 1874,Örebro län,Andra kammaren,1922,1924,
393,Anders Hansson i Trollhättan,f. 1882,Norra valkretsen,Andra kammaren,1922,1924,
394,Anders Henrikson,h,Hallands län,Andra kammaren,1922,1924,
395,Anders Johan Johansson i Bro,f. 1863,Västmanlands län,Andra kammaren,1922,1924,
396,Anders Lindgren,f. 1874,Norra valkretsen,Andra kammaren,1922,1924,
397,Anders Norsell,s,Värmlands län,Andra kammaren,1922,1924,
398,Anders Olsson i Mora,s,Kopparbergs län,Andra kammaren,1922,1924,
399,Anders Paulsen,f. 1876,Malmöhus län,Andra kammaren,1922,1924,
400,Anders Petter Gustafsson i Örebro,f. 1852,Örebro län,Andra kammaren,1922,1924,
401,Anton Eklund,s,Västmanlands län,Andra kammaren,1922,1924,
402,Anton Wikström,f. 1876,Västerbottens län,Andra kammaren,1922,1924,
403,Arthur Engberg,s,Fyrstadskretsen,Andra kammaren,1922,1924,
404,Arthur Wilhelm Gustafsson i Kasenberg,h,Norra valkretsen,Andra kammaren,1922,1924,
405,Arvid Lindman,h,Stockholms stad,Andra kammaren,1922,1924,
406,August Danielsson,f. 1876,Norra valkretsen,Andra kammaren,1922,1924,
407,August Ernfors (tidigare Eriksson),h,Kopparbergs län,Andra kammaren,1922,1924,
408,August Lundén,f,Skaraborgs län,Andra kammaren,1922,1924,
409,August Månsson i Backa,f. 1857,Skaraborgs län,Andra kammaren,1922,1924,
410,August Spångberg,k,Värmlands län,Andra kammaren,1922,1924,
411,August Sävström,s,Gävleborgs län,Andra kammaren,1922,1924,
412,August Wilhelm Pettersson i Köping,s,Västmanlands län,Andra kammaren,1922,1924,
413,Axel Andersson i Kroken,f. 1864,Norra valkretsen,Andra kammaren,1922,1924,
414,Axel Eurén,f. 1862,Jönköpings län,Andra kammaren,1922,1924,
415,Axel Lindqvist,s,Hallands län,Andra kammaren,1922,1924,
416,Axel Ljungberg,f. 1882,Göteborgs och Bohus län,Andra kammaren,1922,1924,
417,Bernhard Corneliusson,f. 1866,Göteborgs och Bohus län,Andra kammaren,1922,1924,
418,Bertha Wellin,h,Stockholms stad,Andra kammaren,1922,1924,
419,Björn Frithiofsson Holmgren,f. 1872,Blekinge län,Andra kammaren,1922,1924,
420,C.A. Sundling,f. 1871,Stockholms län,Andra kammaren,1922,1924,
421,Carl Alfred Svensson i Skönsberg,s,Västernorrlands län,Andra kammaren,1922,1924,
422,Carl Arvid Anderson i Storegården,f. 1887,Skaraborgs län,Andra kammaren,1922,1924,
423,Carl Bodén,f,Skaraborgs län,Andra kammaren,1922,1924,
424,Carl Brännberg,s,Göteborgs och Bohus län,Andra kammaren,1922,1924,
425,Carl Gustaf Olsson i Golvasta,f. 1885,Uppsala län,Andra kammaren,1922,1924,
426,Carl Jansson i Edsbäcken,f. 1858,Värmlands län,Andra kammaren,1922,1924,
427,Carl Johan Johansson i Uppmälby,f. 1867,Södermanlands län,Andra kammaren,1922,1924,
428,Carl Johan Jonsson i Mörkhult,h,Jönköpings län,Andra kammaren,1922,1924,
429,Carl Johanson i Hörninge,f. 1871,Kalmar län,Andra kammaren,1922,1924,
430,Carl Knutsson,f. 1878,Östergötlands län,Andra kammaren,1922,1924,
431,Carl Lovén,s,Fyrstadskretsen,Andra kammaren,1922,1924,
432,Carl Molin,f. 1875,Örebro län,Andra kammaren,1922,1924,
433,Carl Oscar Johansson i Sollefteå,f. 1875,Västernorrlands län,Andra kammaren,1922,1924,
434,Carl Otto Vahlstedt,s,Skaraborgs län,Andra kammaren,1922,1924,
435,Carl Petrus Olsson i Mellerud,f. 1881,Norra valkretsen,Andra kammaren,1922,1924,
436,Carl Ros,f. 1866,Värmlands län,Andra kammaren,1922,1924,
437,Carl Sehlin,f. 1873,Jämtlands län,Andra kammaren,1922,1924,
438,Carl Sjögren,f. 1869,Östergötlands län,Andra kammaren,1922,1924,
439,Carl Strid,f. 1875,Hallands län,Andra kammaren,1922,1924,
440,Carl Vilhelm Carlsson i Mölndal,f. 1876,Göteborgs och Bohus län,Andra kammaren,1922,1924,
441,Carl Wilhelm Oskar Höglund,f. 1868,Göteborgs stad,Andra kammaren,1922,1924,
442,Carl Öberg,h,Västernorrlands län,Andra kammaren,1922,1924,
443,Claes Lindskog,h,Fyrstadskretsen,Andra kammaren,1922,1924,
444,Conrad Jonsson,s,Södermanlands län,Andra kammaren,1922,1924,
445,Cornelius Olsson i Berg,f. 1857,Göteborgs och Bohus län,Andra kammaren,1922,1924,
446,Daniel Poppius,f. 1882,Malmöhus län,Andra kammaren,1922,1924,
447,David Hjalmar Pettersson i Bjälbo,f. 1866,Östergötlands län,Andra kammaren,1922,1924,
448,David Norman,h,Kalmar län,Andra kammaren,1922,1924,
449,Edvard Johansson,f. 1882,Stockholms stad,Andra kammaren,1922,1924,
450,Edvard Lithander,f. 1870,Göteborgs stad,Andra kammaren,1922,1924,
451,Edvard Uddenberg,f. 1870,Örebro län,Andra kammaren,1922,1924,
452,Edvin Leffler,f. 1875,Södra valkretsen,Andra kammaren,1922,1924,
453,Elisabeth Tamm,h,Södermanlands län,Andra kammaren,1922,1924,
454,Elof Lindberg,s,Västerbottens län,Andra kammaren,1922,1924,
455,Emil Andersson i Prästbol,f. 1876,Värmlands län,Andra kammaren,1922,1924,
456,Emil Bengtsson i Kullen,f. 1875,Skaraborgs län,Andra kammaren,1922,1924,
457,Emil Gustafson,f,Kalmar län,Andra kammaren,1922,1924,
458,Emil Kristensson,s,Göteborgs stad,Andra kammaren,1922,1924,
459,Emil Olovson,s,Västmanlands län,Andra kammaren,1922,1924,
460,Eric Björnberg,f,Uppsala län,Andra kammaren,1922,1924,
461,Erik Agabus Nilson i Örebro,f. 1862,Örebro län,Andra kammaren,1922,1924,
462,Erik Fast,f. 1883,Jönköpings län,Andra kammaren,1922,1924,
463,Erik Gustaf Johansson i Kullersta,f. 1864,Östergötlands län,Andra kammaren,1922,1924,
464,Erik Laurén,h,Södermanlands län,Andra kammaren,1922,1924,
465,Erik Lundbom,s,Södermanlands län,Andra kammaren,1922,1924,
466,Erik Nylander,f. 1885,Stockholms stad,Andra kammaren,1922,1924,
467,Erik Rydström,f. 1881,Kronobergs län,Andra kammaren,1922,1924,
468,Erik Röing,f,Göteborgs stad,Andra kammaren,1922,1924,
469,Erik Uddenberg,h,Hallands län,Andra kammaren,1922,1924,
470,Erik Åkerlund,f. 1853,Stockholms län,Andra kammaren,1922,1924,
471,Ernst Eriksson,f. 1881,Stockholms stad,Andra kammaren,1922,1924,
472,Ernst Hage,f. 1876,Norrbottens län,Andra kammaren,1922,1924,
473,Ernst Lindley,s,Gävleborgs län,Andra kammaren,1922,1924,
474,Eskils Hans Hansson i Bäck,f. 1857,Kopparbergs län,Andra kammaren,1922,1924,
475,Ewald Lindmark,f. 1885,Västerbottens län,Andra kammaren,1922,1924,
476,F.V. Thorsson,s,Malmöhus län,Andra kammaren,1922,1924,
477,Fabian Månsson i Hagaström,f. 1872,Gävleborgs län,Andra kammaren,1922,1924,
478,Felix Hamrin,f,Jönköpings län,Andra kammaren,1922,1924,
479,Frans Ericson i Boxholm,f. 1879,Östergötlands län,Andra kammaren,1922,1924,
480,Fredrik Aarnseth,f. 1872,Kopparbergs län,Andra kammaren,1922,1924,
481,Gerhard Strindlund,bf,Västernorrlands län,Andra kammaren,1922,1924,
482,Gottfrid Karlsson i Vadstena,f. 1882,Östergötlands län,Andra kammaren,1922,1924,
483,Gottfrid Svärd,f. 1880,Jönköpings län,Andra kammaren,1922,1924,
484,Gustaf Adolf Björkman,f. 1871,Östergötlands län,Andra kammaren,1922,1924,
485,Gustaf Andersson i Rasjön,f,Kopparbergs län,Andra kammaren,1922,1924,
486,Gustaf Gustafsson i Älvsered,f. 1875,Södra valkretsen,Andra kammaren,1922,1924,
487,Gustaf Nilsson i Vibberbo,f. 1860,Kopparbergs län,Andra kammaren,1922,1924,
488,Gustaf Olsson i Ramsta,f. 1867,Södermanlands län,Andra kammaren,1922,1924,
489,Gustaf Pettersson (senare Hellbacken),s,Kopparbergs län,Andra kammaren,1922,1924,
490,Gustav Anton Holmberg,s,Östergötlands län,Andra kammaren,1922,1924,
491,Gustav Johansson (senare Hallagård),bf,Skaraborgs län,Andra kammaren,1922,1924,
492,Harry Weibull,f. 1875,Fyrstadskretsen,Andra kammaren,1922,1924,
493,Helge Bäcklund,s,Skaraborgs län,Andra kammaren,1922,1924,
494,Helmer Lagerkwist,f. 1887,Västernorrlands län,Andra kammaren,1922,1924,
495,Helmer Molander,f. 1892,Västernorrlands län,Andra kammaren,1922,1924,
496,Henning Leo,s,Kronobergs län,Andra kammaren,1922,1924,
497,Henrik Kinmanson,h,Stockholms stad,Andra kammaren,1922,1924,
498,Herman Andersson i Grimbo,bf,Göteborgs och Bohus län,Andra kammaren,1922,1924,
499,Herman Blomquist,f. 1879,Kronobergs län,Andra kammaren,1922,1924,
500,Herman Lindqvist,s,Stockholms stad,Andra kammaren,1922,1924,
501,Herman Norling,s,Värmlands län,Andra kammaren,1922,1924,
502,Hjalmar Branting,s,Stockholms stad,Andra kammaren,1922,1924,
503,Hjalmar Svensson i Grönvik,bf,Kronobergs län,Andra kammaren,1922,1924,
504,Hugo Karlström i Lummelunda,bf,Gotlands län,Andra kammaren,1922,1924,
505,Ivar Pettersson i Stäringe,f. 1876,Örebro län,Andra kammaren,1922,1924,
506,Ivar Vennerström,s,Västernorrlands län,Andra kammaren,1922,1924,
507,Ivar Österström,f,Västernorrlands län,Andra kammaren,1922,1924,
508,Jakob Pettersson i Södertälje,f. 1866,Stockholms län,Andra kammaren,1922,1924,
509,Janne Nilsson i Hörby,f. 1882,Malmöhus län,Andra kammaren,1922,1924,
510,Johan August Jonsson i Hökhult,f. 1851,Jönköpings län,Andra kammaren,1922,1924,
511,Johan Bernhard Eriksson i Grängesberg,f. 1878,Kopparbergs län,Andra kammaren,1922,1924,
512,Johan Igel i Getebol,f. 1855,Värmlands län,Andra kammaren,1922,1924,
513,Johan Johansson i Kälkebo,bf,Gävleborgs län,Andra kammaren,1922,1924,
514,Johan Jönsson i Revinge,f. 1875,Malmöhus län,Andra kammaren,1922,1924,
515,Johan Olofsson i Digernäs,f. 1860,Jämtlands län,Andra kammaren,1922,1924,
516,Johan Rehn,f. 1865,Västerbottens län,Andra kammaren,1922,1924,
517,Johan Wilhelm Billqvist,f. 1867,Skaraborgs län,Andra kammaren,1922,1924,
518,John Jönsson i Boa,f. 1862,Blekinge län,Andra kammaren,1922,1924,
519,Jonas Dahlén,f. 1881,Norrbottens län,Andra kammaren,1922,1924,
520,Jonny Fjellman,h,Malmöhus län,Andra kammaren,1922,1924,
521,Julius Hedvall,f. 1886,Göteborgs stad,Andra kammaren,1922,1924,
522,Karl Allan Westman,f. 1883,Östergötlands län,Andra kammaren,1922,1924,
523,Karl Arthur Ryberg,f. 1882,Södra valkretsen,Andra kammaren,1922,1924,
524,Karl August Borg,f. 1866,Uppsala län,Andra kammaren,1922,1924,
525,Karl Johan Söderberg,f. 1877,Stockholms län,Andra kammaren,1922,1924,
526,Karl Kilbom,k,Stockholms stad,Andra kammaren,1922,1924,
527,Karl Magnusson i Kalmar,s,Kalmar län,Andra kammaren,1922,1924,
528,Karl Magnusson i Skövde,h,Skaraborgs län,Andra kammaren,1922,1924,
529,Karl Starbäck,h,Stockholms stad,Andra kammaren,1922,1924,
530,Karl Teodor Andersson,s,Södermanlands län,Andra kammaren,1922,1924,
531,Karl Verner Karlsson i Vätö,f. 1882,Stockholms län,Andra kammaren,1922,1924,
532,Karl Ward,s,Östergötlands län,Andra kammaren,1922,1924,
533,Karl Wiktor Holmström,s,Stockholms stad,Andra kammaren,1922,1924,
534,Kristoffer Bergström,f. 1880,Norrbottens län,Andra kammaren,1922,1924,
535,Lars Anton Björklund,f. 1881,Kristianstads län,Andra kammaren,1922,1924,
536,Lars Borggren,s,Kristianstads län,Andra kammaren,1922,1924,
537,Lars Dalgren,f. 1887,Kalmar län,Andra kammaren,1922,1924,
538,Lars Johan Carlsson i Frosterud,f. 1863,Värmlands län,Andra kammaren,1922,1924,
539,Lars Olsson i Hov,f. 1869,Gävleborgs län,Andra kammaren,1922,1924,
540,Lucas Petersson i Broaryd,bf,Jönköpings län,Andra kammaren,1922,1924,
541,Ludvig Lorichs,h,Västmanlands län,Andra kammaren,1922,1924,
542,Ludwig Brännström,h,Västerbottens län,Andra kammaren,1922,1924,
543,Martin Andersson i Igelboda,f. 1886,Stockholms län,Andra kammaren,1922,1924,
544,Martin Jensen,f. 1881,Fyrstadskretsen,Andra kammaren,1922,1924,
545,Mauritz Västberg,s,Västernorrlands län,Andra kammaren,1922,1924,
546,Nelly Thüring,s,Göteborgs stad,Andra kammaren,1922,1924,
547,Nils Björk i Tryde,f. 1866 (död 1949),Kristianstads län,Andra kammaren,1922,1924,
548,Nils Edén,l,Stockholms stad,Andra kammaren,1922,1924,
549,Nils Erik Nilsson i Antnäs,h,Norrbottens län,Andra kammaren,1922,1924,
550,Nils Holmström,h,Gävleborgs län,Andra kammaren,1922,1924,
551,Nils Johansson i Brånalt,f. 1864,Hallands län,Andra kammaren,1922,1924,
552,Nils Svensson i Långelanda,f. 1861,Värmlands län,Andra kammaren,1922,1924,
553,Nils Törnkvist,s,Malmöhus län,Andra kammaren,1922,1924,
554,Nils Winkler,f. 1870,Fyrstadskretsen,Andra kammaren,1922,1924,
555,Ola Hansson Waldén,f. 1869,Fyrstadskretsen,Andra kammaren,1922,1924,
556,Ola Isacsson,s,Kristianstads län,Andra kammaren,1922,1924,
557,Ola Jeppsson,f,Blekinge län,Andra kammaren,1922,1924,
558,Olof Andersson i Höör,f. 1872,Malmöhus län,Andra kammaren,1922,1924,
559,Olof Johansson i Edsbyn,f,Gävleborgs län,Andra kammaren,1922,1924,
560,Olof Nilsson i Tånga,f. 1863,Malmöhus län,Andra kammaren,1922,1924,
561,Olof Nilsson i Örebro,f. 1874,Örebro län,Andra kammaren,1922,1924,
562,Olof Olsson,bf,Malmöhus län,Andra kammaren,1922,1924,
563,Oscar Carlström,f,Jönköpings län,Andra kammaren,1922,1924,
564,Oscar Johanson i Huskvarna,f. 1870,Jönköpings län,Andra kammaren,1922,1924,
565,Oscar Lundquist,f. 1860,Uppsala län,Andra kammaren,1922,1924,
566,Oscar Lövgren i Nyborg,f. 1888,Norrbottens län,Andra kammaren,1922,1924,
567,Oscar Nathanael Olsson (senare Broberg),h,Göteborgs och Bohus län,Andra kammaren,1922,1924,
568,Oscar Osberg,f,Göteborgs och Bohus län,Andra kammaren,1922,1924,
569,Oskar Hagman,f. 1880,Stockholms stad,Andra kammaren,1922,1924,
570,Oskar Kloo,f. 1867,Blekinge län,Andra kammaren,1922,1924,
571,Oskar Sjölander,f. 1880,Uppsala län,Andra kammaren,1922,1924,
572,Otto Magnusson i Tumbhult,h,Kronobergs län,Andra kammaren,1922,1924,
573,Otto Silfverschiöld,f. 1871,Norra valkretsen,Andra kammaren,1922,1924,
574,Pehr Pehrsson,f. 1867,Göteborgs stad,Andra kammaren,1922,1924,
575,Per Albin Hansson,s,Stockholms stad,Andra kammaren,1922,1924,
576,Per Edvin Sköld,s,Malmöhus län,Andra kammaren,1922,1924,
577,Per Granath,f. 1882,Gävleborgs län,Andra kammaren,1922,1924,
578,Per Henning Sjöblom,s,Stockholms län,Andra kammaren,1922,1924,
579,Per Nilsson i Bonarp,f. 1865,Kristianstads län,Andra kammaren,1922,1924,
580,Per Persson i Trången,f. 1869,Jämtlands län,Andra kammaren,1922,1924,
581,Peter Magnus Olsson i Blädinge,h,Kronobergs län,Andra kammaren,1922,1924,
582,Petrus Ödström,f. 1868,Örebro län,Andra kammaren,1922,1924,
583,Raoul Hamilton,f. 1855,Kristianstads län,Andra kammaren,1922,1924,
584,Richard Hermelin,f. 1862,Hallands län,Andra kammaren,1922,1924,
585,Robert Berg,f. 1877,Blekinge län,Andra kammaren,1922,1924,
586,Robert Jansson i Falun,f. 1868,Kopparbergs län,Andra kammaren,1922,1924,
587,Robert Karlsson i Gasabäck,f. 1869,Västernorrlands län,Andra kammaren,1922,1924,
588,Robert Samuelsson,k,Norrbottens län,Andra kammaren,1922,1924,
589,Ruben Wagnsson,s,Kalmar län,Andra kammaren,1922,1924,
590,Samuel Hedlund i Häste,f. 1878,Jämtlands län,Andra kammaren,1922,1924,
591,Sigurd Carlsson,f. 1870,Kalmar län,Andra kammaren,1922,1924,
592,Sven Bengtsson i Norup,f. 1866,Kristianstads län,Andra kammaren,1922,1924,
593,Sven Edward Julius Lübeck,h,Stockholms stad,Andra kammaren,1922,1924,
594,Sven Johan Karlsson i Nynäshamn,f. 1874,Stockholms län,Andra kammaren,1922,1924,
595,Sven Ljungkvist,f. 1880,Södra valkretsen,Andra kammaren,1922,1924,
596,Sven Olsson i Labbemåla,f. 1870,Östergötlands län,Andra kammaren,1922,1924,
597,Svening Alfred Larsson i Kroken,f. 1856,Södra valkretsen,Andra kammaren,1922,1924,
598,Swen Jönsson i Fridhill,f. 1877,Kristianstads län,Andra kammaren,1922,1924,
599,Swen Persson i Fritorp,f. 1875,Kristianstads län,Andra kammaren,1922,1924,
600,Theodor Gardell,bf,Gotlands län,Andra kammaren,1922,1924,
601,Theodor Hansén,f. 1867,Gotlands län,Andra kammaren,1922,1924,
602,Theodor af Ekenstam,f. 1858,Östergötlands län,Andra kammaren,1922,1924,
603,Valerius Olsson,h,Kalmar län,Andra kammaren,1922,1924,
