,name,party,district,chamber,start,end,occupation,gender,id
259,Karl Sandegård,Socialdemokraterna,Älvsborgs län,Första kammaren,1919,1925,,man,karl_sandegård_1159
260,Kerstin Hesselgren,Liberalerna,Göteborgs stad,Första kammaren,1919,1925,,woman,kerstin_hesselgren_00ac
261,Knut Ebbe von Geijer,,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,knut_ebbe_von_geijer_5965
262,Knut Heyman,Högerpartiet,Älvsborgs län,Första kammaren,1919,1925,,man,knut_heyman_71e5
263,Knut Tengdahl,Socialdemokraterna,Värmlands län,Första kammaren,1919,1925,,man,knut_tengdahl_749a
264,Lars Gunnar Bodin,,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1919,1925,,man,lars_gunnar_bodin_4346
265,Leonard Tjällgren,Bondeförbundet,Västernorrlands län och Jämtlands län,Första kammaren,1919,1925,,man,leonard_tjällgren_2a1d
266,Ludvig Widell,Högerpartiet,Göteborgs och Bohus län,Första kammaren,1919,1925,,man,ludvig_widell_288c
267,Manne Asplund,Socialdemokraterna,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,manne_asplund_e65f
268,Martin Svensson i Kompersmåla,Högerpartiet,Kronobergs och Hallands län,Första kammaren,1919,1925,,man,martin_svensson_i_kompersmåla_4315
269,Mauritz Hellberg,Liberalerna,Värmlands län,Första kammaren,1919,1925,,man,mauritz_hellberg_9502
270,Nils Anton Bondeson,Liberalerna,Kronobergs och Hallands län,Första kammaren,1919,1925,,man,nils_anton_bondeson_9f1c
271,Nils Gabrielsson,Bondeförbundet,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,nils_gabrielsson_92b9
272,Nils Persson i Malmö,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,nils_persson_i_malmö_f65e
273,Nils Sigfrid Norling,Socialdemokraterna,Gävleborgs län med Gävle stad,Första kammaren,1919,1925,,man,nils_sigfrid_norling_337f
274,Nils Wohlin,Bondeförbundet,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,nils_wohlin_fd97
275,Olaus Pettersson i Småkulla,Liberalerna,Älvsborgs län,Första kammaren,1919,1925,,man,olaus_pettersson_i_småkulla_cec4
276,Olof Bergqvist,Högerpartiet,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,olof_bergqvist_12b3
277,Olof Carlsson,Socialdemokraterna,Blekinge län och Kristianstads län,Första kammaren,1919,1925,,man,olof_carlsson_d5cc
278,Olof Olsson,Socialdemokraterna,Malmöhus län med Malmö stad och Helsingborgs stad,Första kammaren,1919,1925,,man,olof_olsson_f65e
279,Oscar Ericson i Oberga,Bondeförbundet,Jönköpings län,Första kammaren,1919,1925,,man,oscar_ericson_i_oberga_eff1
280,Oscar Herman August Fleming,Högerpartiet,Östergötlands län med Norrköpings stad,Första kammaren,1919,1925,,man,oscar_herman_august_fleming_163c
281,Oscar Olsson,Socialdemokraterna,Örebro län,Första kammaren,1919,1925,,man,oscar_olsson_6ecd
282,Oskar Strutz,Liberalerna,Södermanlands och Västmanlands län,Första kammaren,1919,1925,,man,oskar_strutz_f0fe
283,Otto Strömberg,Högerpartiet,Stockholms län och Uppsala län,Första kammaren,1919,1925,,man,otto_strömberg_c8f9
284,Paul Hellström,Liberalerna,Västerbottens län och Norrbottens län,Första kammaren,1919,1925,,man,paul_hellström_7c7d
285,Per Andersson i Koldemo,Bondeförbundet,Gävleborgs län med Gävle stad,Första kammaren,1919,1925,,man,per_andersson_i_koldemo_1eb9
286,Per Gustafsson i Benestad,Bondeförbundet,Kronobergs och Hallands län,Första kammaren,1919,1925,,man,per_gustafsson_i_benestad_64d3
287,Per Norin,Socialdemokraterna,Gävleborgs län med Gävle stad,Första kammaren,1919,1925,,man,per_norin_337f
288,Petrus Nilsson i Gränebo,Bondeförbundet,Kalmar läns norra och södra landstingsområden samt Gotlands län,Första kammaren,1919,1925,,,petrus_nilsson_i_gränebo_db88
289,Rickard Sandler,Socialdemokraterna,Gävleborgs län med Gävle stad,Första kammaren,1919,1925,,man,rickard_sandler_337f
290,Samuel Clason,Högerpartiet,Stockholms stad,Första kammaren,1919,1925,,man,samuel_clason_8cdc
291,Sigfrid Hansson,Socialdemokraterna,Göteborgs och Bohus län,Första kammaren,1919,1925,,,sigfrid_hansson_f596
292,Sten Stendahl,Högerpartiet,Stockholms stad,Första kammaren,1919,1925,,man,sten_stendahl_8cdc
293,Teodor Julin,Socialdemokraterna,Stockholms län och Uppsala län,Första kammaren,1919,1925,,man,teodor_julin_b783
294,Theodor Borell,Högerpartiet,Stockholms län och Uppsala län,Första kammaren,1919,1925,,man,theodor_borell_c8f9
295,Torsten Nothin,Socialdemokraterna,Södermanlands och Västmanlands län,Första kammaren,1919,1925,,,torsten_nothin_2545
296,Torsten Ström,Socialdemokraterna,Skaraborgs län,Första kammaren,1919,1925,,,torsten_ström_0838
297,Ulrik Leander,Liberalerna,Blekinge län och Kristianstads län,Första kammaren,1919,1925,,man,ulrik_leander_2c90
298,William Linder,Socialdemokraterna,Blekinge län och Kristianstads län,Första kammaren,1919,1925,,man,william_linder_d5cc
299,Åke Ingeström,Liberalerna,Värmlands län,Första kammaren,1919,1925,,man,åke_ingeström_9502
300,Adolf Alexandersson,Liberalerna,Södra valkretsen,Andra kammaren,1921,1921,,man,adolf_alexandersson_6b80
301,Adolf Hellberg,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,adolf_hellberg_fd99
302,Adolf Janson i Kungsör,Liberalerna,Västra valkretsen,Andra kammaren,1921,1921,,man,adolf_janson_i_kungsör_a592
303,Adolf Linus Lundström,Liberalerna,Södra valkretsen,Andra kammaren,1921,1921,,man,adolf_linus_lundström_6b80
304,Adolf Wallerius,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,adolf_wallerius_ddb0
305,Adolf Wiklund,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,adolf_wiklund_ddb0
306,Adolv Olsson i Gävle,Socialdemokraterna,Gästriklands valkrets,Andra kammaren,1921,1921,,,adolv_olsson_i_gävle_6f26
307,Albert Johansson i Kragstorp,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,albert_johansson_i_kragstorp_d11e
308,Alexander Thore,Högerpartiet,Göteborgs stad,Andra kammaren,1921,1921,,man,alexander_thore_b62e
309,Alfred Lindström,,Södra valkretsen,Andra kammaren,1921,1921,,man,alfred_lindström_a13e
310,Alfred Persson i Björsbyholm,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,alfred_persson_i_björsbyholm_03cd
311,Alfred Pettersson i Vråtsered,Högerpartiet,Mellersta valkretsen,Andra kammaren,1921,1921,,man,alfred_pettersson_i_vråtsered_9220
312,Algot Sjöström,Socialdemokraterna,Göteborgs stad,Andra kammaren,1921,1921,,man,algot_sjöström_b9d2
313,Anders Anderson i Råstock,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_anderson_i_råstock_fd99
314,Anders Hansson i Trollhättan,Socialdemokraterna,Mellersta valkretsen,Andra kammaren,1921,1921,,man,anders_hansson_i_trollhättan_d49c
315,Anders Johan Bärg,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,anders_johan_bärg_ad16
316,Anders Johan Johansson i Pors,Bondeförbundet,Östra valkretsen,Andra kammaren,1921,1921,,man,anders_johan_johansson_i_pors_af7a
317,Anders Lindgren,Bondeförbundet,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_lindgren_6813
318,Anders Olsson,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_olsson_fd99
319,Anders Paulsen i Arlöv,Socialdemokraterna,Mellersta valkretsen,Andra kammaren,1921,1921,,man,anders_paulsen_i_arlöv_d49c
320,Anders Petter Gustafsson i Örebro,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_petter_gustafsson_i_örebro_d11e
321,Anders Victor Isaksson,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,anders_victor_isaksson_d11e
322,Anton Wikström,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,anton_wikström_03cd
323,Arthur Engberg,Socialdemokraterna,Malmö stad,Andra kammaren,1921,1921,,man,arthur_engberg_9381
324,Arthur Wilhelm Gustafsson i Kasenberg,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,arthur_wilhelm_gustafsson_i_kasenberg_d11e
325,Arvid Andersson i Saxtorp,Bondeförbundet,Mellersta valkretsen,Andra kammaren,1921,1921,,man,arvid_andersson_i_saxtorp_8e60
326,Arvid Lindman,Högerpartiet,Första valkretsen,Andra kammaren,1921,1921,,man,arvid_lindman_4d84
327,August Danielsson i Mörlanda,Liberalerna,Mellersta valkretsen,Andra kammaren,1921,1921,,man,august_danielsson_i_mörlanda_0210
328,August Schill,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,august_schill_03cd
329,August Sävström,Socialdemokraterna,Hälsinglands södra valkrets,Andra kammaren,1921,1921,,man,august_sävström_4adf
330,August Wilhelm Pettersson i Köping,Socialdemokraterna,Västra valkretsen,Andra kammaren,1921,1921,,man,august_wilhelm_pettersson_i_köping_51ec
331,Axel Hugo Hansson i Sölvesborg,Socialdemokraterna,Blekinge län,Andra kammaren,1921,1921,,man,axel_hugo_hansson_i_sölvesborg_342f
332,Axel Ljungberg,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,axel_ljungberg_fd99
333,Axel Sundling,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,axel_sundling_ddb0
334,Bernhard Corneliusson,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,bernhard_corneliusson_d11e
335,Bernhard Nilsson i Landeryd,,Västra valkretsen,Andra kammaren,1921,1921,,man,bernhard_nilsson_i_landeryd_af08
336,Björn Frithiofsson Holmgren,Högerpartiet,Blekinge län,Andra kammaren,1921,1921,,man,björn_frithiofsson_holmgren_cd79
337,C. O. Larsson i Sjötorp,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,,c._o._larsson_i_sjötorp_d11e
338,C.A. Carlsson i Gävle,Liberalerna,Gästriklands valkrets,Andra kammaren,1921,1921,,,c.a._carlsson_i_gävle_d034
339,C.J. Ericsson i Arboga,Socialdemokraterna,Västra valkretsen,Andra kammaren,1921,1921,,,c.j._ericsson_i_arboga_51ec
340,C.J. Jonsson i Mörkhult,Högerpartiet,Västra valkretsen,Andra kammaren,1921,1921,,,c.j._jonsson_i_mörkhult_bc03
341,Carl Albin Björkman,Bondeförbundet,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_albin_björkman_1c63
342,Carl Alfred Svensson i Skönsberg,Socialdemokraterna,Medelpads valkrets,Andra kammaren,1921,1921,,man,carl_alfred_svensson_i_skönsberg_fb3d
343,Carl Arvid Anderson i Vara,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_arvid_anderson_i_vara_ddb0
344,Carl Gustaf Olsson i Golvasta,Bondeförbundet,Uppsala län,Andra kammaren,1921,1921,,man,carl_gustaf_olsson_i_golvasta_01b9
345,Carl Hederstierna,Högerpartiet,Hallands län,Andra kammaren,1921,1921,,man,carl_hederstierna_885e
346,Carl Jansson i Edsbäcken,Liberalerna,Östra valkretsen,Andra kammaren,1921,1921,,man,carl_jansson_i_edsbäcken_0494
347,Carl Johan Högström,Socialdemokraterna,Gästriklands valkrets,Andra kammaren,1921,1921,,man,carl_johan_högström_6f26
348,Carl Johan Johansson i Uppmälby,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_johan_johansson_i_uppmälby_ad16
349,Carl Johanson i Hörninge,Bondeförbundet,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_johanson_i_hörninge_1c63
350,Carl Johansson i Gäre,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,carl_johansson_i_gäre_03cd
351,Carl Lovén,Socialdemokraterna,Malmö stad,Andra kammaren,1921,1921,,man,carl_lovén_9381
352,Carl Oscar Johansson i Sollefteå,Unknown v-s,Ångermanlands södra valkrets,Andra kammaren,1921,1921,,man,carl_oscar_johansson_i_sollefteå_cd96
353,Carl Ros,Högerpartiet,Östra valkretsen,Andra kammaren,1921,1921,,man,carl_ros_dd3d
354,Carl Sehlin,Liberalerna,Södra valkretsen,Andra kammaren,1921,1921,,man,carl_sehlin_6b80
355,Carl Sjögren,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,carl_sjögren_fd99
356,Carl Strid,Socialdemokraterna,Hallands län,Andra kammaren,1921,1921,,man,carl_strid_90bf
357,Carl Wahren,,Norrköping-Linköpings valkrets,Andra kammaren,1921,1921,,man,carl_wahren_c2aa
358,Carl Wilhelm Oskar Höglund,Socialdemokraterna,Göteborgs stad,Andra kammaren,1921,1921,,man,carl_wilhelm_oskar_höglund_b9d2
359,Carl Öberg,Högerpartiet,Ångermanlands norra valkrets,Andra kammaren,1921,1921,,man,carl_öberg_5400
360,Christian Ericson i Funäsdalen,Unknown v-s,Södra valkretsen,Andra kammaren,1921,1921,,man,christian_ericson_i_funäsdalen_11d0
361,Cornelius Olsson i Berg,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,cornelius_olsson_i_berg_ddb0
362,Daniel Poppius,Högerpartiet,Mellersta valkretsen,Andra kammaren,1921,1921,,man,daniel_poppius_9220
363,David Hjalmar Pettersson i Bjälbo,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,david_hjalmar_pettersson_i_bjälbo_ddb0
364,David Norman,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,david_norman_ddb0
365,E. Eriksson i Sörbo,Bondeförbundet,Östra valkretsen,Andra kammaren,1921,1921,,,e._eriksson_i_sörbo_af7a
366,Edvard Johanson,Socialdemokraterna,Första valkretsen,Andra kammaren,1921,1921,,man,edvard_johanson_abb6
367,Edvard Lithander,Högerpartiet,Göteborgs stad,Andra kammaren,1921,1921,,man,edvard_lithander_b62e
368,Edvard Uddenberg,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,edvard_uddenberg_ad16
369,Edvin Leffler,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,edvin_leffler_ddb0
370,Eliel Löfgren,Liberalerna,Andra valkretsen,Andra kammaren,1921,1921,,,eliel_löfgren_d190
371,Elof Lindström,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,elof_lindström_ddb0
372,Emanuel Holmner,Liberalerna,Södra valkretsen,Andra kammaren,1921,1921,,man,emanuel_holmner_6b80
373,Emil Andersson i Prästbol,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,emil_andersson_i_prästbol_fd99
374,Emil Bengtsson i Kullen,Högerpartiet,Södra valkretsen,Andra kammaren,1921,1921,,man,emil_bengtsson_i_kullen_ddb0
375,Emil Kristensson,Socialdemokraterna,Göteborgs stad,Andra kammaren,1921,1921,,man,emil_kristensson_b9d2
376,En vakant plats (s),En vakant plats,Andra valkretsen,Andra kammaren,1921,1921,,,en_vakant_plats_(s)_9266
377,Erik Agabus Nilson i Örebro,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,man,erik_agabus_nilson_i_örebro_03cd
378,Erik Fast,Socialdemokraterna,Västra valkretsen,Andra kammaren,1921,1921,,man,erik_fast_51ec
379,Erik Godin,Liberalerna,Ångermanlands norra valkrets,Andra kammaren,1921,1921,,man,erik_godin_09c3
380,Erik Gustaf Johansson i Kullersta,Socialdemokraterna,Norra valkretsen,Andra kammaren,1921,1921,,man,erik_gustaf_johansson_i_kullersta_fd99
381,Erik Laurén,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,erik_laurén_d11e
382,Erik Nylander,Högerpartiet,Andra valkretsen,Andra kammaren,1921,1921,,man,erik_nylander_7b4f
383,Erik Röing,Liberalerna,Göteborgs stad,Andra kammaren,1921,1921,,man,erik_röing_00ac
384,Erik Åkerlund,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,man,erik_åkerlund_d11e
385,Ernst Eriksson,Socialdemokraterna,Andra valkretsen,Andra kammaren,1921,1921,,man,ernst_eriksson_17b0
386,Ernst Hage,Unknown v-s,Södra valkretsen,Andra kammaren,1921,1921,,man,ernst_hage_11d0
387,Eskils Hans Hansson i Rättvik,Liberalerna,Norra valkretsen,Andra kammaren,1921,1921,,,eskils_hans_hansson_i_rättvik_03cd
388,Ewald Lindmark,Högerpartiet,Norra valkretsen,Andra kammaren,1921,1921,,,ewald_lindmark_d11e
389,F.V. Thorsson,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,,f.v._thorsson_ad16
390,Fabian Månsson,Unknown v-s,Gästriklands valkrets,Andra kammaren,1921,1921,,man,fabian_månsson_736f
391,Felix Hamrin,Liberalerna,Västra valkretsen,Andra kammaren,1921,1921,,man,felix_hamrin_a592
392,Frans Axel Lagerquist i Malmbäck,Unknown b,Östra valkretsen,Andra kammaren,1921,1921,,man,frans_axel_lagerquist_i_malmbäck_b88f
393,Frans Ericson i Boxholm,Socialdemokraterna,Södra valkretsen,Andra kammaren,1921,1921,,man,frans_ericson_i_boxholm_ad16
